Name	Type 1	Type 2	HP	Atk	Def	Tankiness	Basic Atk	PW	Type	STAB?	Spd (ms)	NRG	Quick Dmg	Charge Atk	PW	Type	STAB?	NRG	Crit%	Spd (ms)	Charge Dmg	Quicks to Full	QuickTime (ms)	Full Cycle DPS	Quick Only DPS	Defensive DPS	DPS %	Duel Ability	Duel %	Def Ability	Def %	1.5x Def
Venonat	Bug	Poison	120	100	102	12240	Bug Bite	5	Bug	1	450	7	3	Psybeam	40	Psychic	0	25	5	3800	14	4	1800	4.64	6.67	1.67	38.62%	81641	11.05%	20400	7.62%	#REF!
Growlithe	Fire		110	136	96	10560	Bite	6	Dark	0	500	7	3	Body Slam	40	Normal	0	50	5	1560	19	8	4000	7.73	6.00	1.83	44.76%	81629	11.05%	19273	7.20%	#REF!
Oddish	Grass	Poison	90	131	116	10440	Acid	10	Poison	1	1050	10	6	Sludge Bomb	55	Poison	1	50	5	2600	31	5	5250	7.77	5.71	3.07	44.99%	81119	10.98%	32083	11.98%	#REF!
Oddish	Grass	Poison	90	131	116	10440	Razor Leaf	15	Grass	1	1450	12	9	Sludge Bomb	55	Poison	1	50	5	2600	31	5	7250	7.72	6.21	3.48	44.70%	80597	10.91%	36313	13.56%	#REF!
Geodude	Rock	Ground	80	132	163	13040	Tackle	12	Normal	0	1100	10	6	Dig	70	Ground	1	33	5	5800	39	4	4400	6.18	5.45	3.12	35.78%	80587	10.91%	40669	15.19%	#REF!
Bulbasaur	Grass	Poison	90	118	118	10620	Vine Whip	7	Grass	1	650	7	4	Power Whip	70	Grass	1	100	0	2800	35	15	9750	7.57	6.15	2.13	43.83%	80393	10.88%	22646	8.46%	#REF!
Growlithe	Fire		110	136	96	10560	Ember	10	Fire	1	1050	10	6	Flamethrower	55	Fire	1	50	5	2900	32	5	5250	7.61	5.71	3.08	44.06%	80362	10.88%	32492	12.14%	#REF!
Onix	Rock	Ground	70	85	288	20160	Rock Throw	12	Rock	1	1360	15	5	Iron Head	30	Steel	0	33	5	2000	9	3	4080	3.95	3.68	1.70	22.87%	79632	10.78%	34364	12.83%	#REF!
Machop	Fighting		140	137	88	12320	Low Kick	5	Fighting	1	600	7	3	Low Sweep	30	Fighting	1	25	5	2250	18	4	2400	6.45	5.00	2.05	37.35%	79464	10.76%	25229	9.42%	#REF!
Geodude	Rock	Ground	80	132	163	13040	Rock Throw	12	Rock	1	1360	15	7	Dig	70	Ground	1	33	5	5800	39	3	4080	6.07	5.15	3.36	35.15%	79153	10.71%	43758	16.34%	#REF!
Onix	Rock	Ground	70	85	288	20160	Tackle	12	Normal	0	1100	10	4	Iron Head	30	Steel	0	33	5	2000	9	4	4400	3.91	3.64	1.52	22.64%	78826	10.67%	30732	11.48%	#REF!
Farfetch'd	Normal	Flying	104	124	118	12272	Fury Cutter	3	Bug	0	400	6	2	Leaf Blade	55	Grass	0	50	25	2800	23	9	3600	6.41	5.00	1.55	37.12%	78664	10.65%	19059	7.12%	#REF!
Exeggcute	Grass	Psychic	120	107	140	16800	Confusion	15	Psychic	1	1510	14	7	Ancient Power	35	Rock	0	25	5	3600	13	2	3020	4.08	4.64	2.14	26.87%	77952	10.55%	35943	13.42%	#REF!
Krabby	Water		60	181	156	9360	Bubble	25	Water	1	2300	25	19	Water Pulse	35	Water	1	25	5	3300	27	1	2300	8.21	8.26	4.79	47.83%	77314	10.47%	44850	16.75%	#REF!
Krabby	Water		60	181	156	9360	Bubble	25	Water	1	2300	25	19	Bubble Beam	30	Water	1	25	5	2900	23	1	2300	8.08	8.26	4.57	47.83%	77314	10.47%	42730	15.96%	#REF!
Krabby	Water		60	181	156	9360	Bubble	25	Water	1	2300	25	19	Vice Grip	25	Normal	0	20	5	2100	16	1	2300	7.95	8.26	4.17	47.83%	77314	10.47%	39000	14.57%	#REF!
Clefairy	Fairy		140	107	116	16240	Zen Headbutt	12	Psychic	0	1050	9	5	Disarming Voice	25	Fairy	1	20	5	3900	12	3	3150	3.83	4.76	1.79	27.56%	77302	10.46%	29135	10.88%	#REF!
Machop	Fighting		140	137	88	12320	Karate Chop	6	Fighting	1	800	8	4	Low Sweep	30	Fighting	1	25	5	2250	18	4	3200	6.24	5.00	2.20	36.13%	76877	10.41%	27112	10.13%	#REF!
Psyduck	Water		100	122	96	9600	Water Gun	6	Water	1	500	7	4	Psybeam	40	Psychic	0	25	5	3800	17	4	2000	5.69	8.00	2.09	46.32%	76800	10.40%	20051	7.49%	#REF!
Growlithe	Fire		110	136	96	10560	Ember	10	Fire	1	1050	10	6	Body Slam	40	Normal	0	50	5	1560	19	5	5250	7.20	5.71	2.60	41.69%	76032	10.29%	27509	10.27%	#REF!
Tentacool	Water	Poison	80	97	182	14560	Poison Sting	6	Poison	1	575	8	3	Water Pulse	35	Water	1	25	5	3300	15	4	2300	4.82	5.22	1.73	30.23%	76003	10.29%	25200	9.41%	#REF!
Tentacool	Water	Poison	80	97	182	14560	Poison Sting	6	Poison	1	575	8	3	Bubble Beam	30	Water	1	25	5	2900	13	4	2300	4.81	5.22	1.64	30.23%	76003	10.29%	23947	8.94%	#REF!
Tentacool	Water	Poison	80	97	182	14560	Poison Sting	6	Poison	1	575	8	3	Wrap	25	Normal	0	20	5	4000	9	3	1725	3.14	5.22	1.31	30.23%	76003	10.29%	19095	7.13%	#REF!
Farfetch'd	Normal	Flying	104	124	118	12272	Cut	12	Normal	1	1130	10	7	Aerial Ace	30	Flying	1	25	5	2900	16	3	3390	5.88	6.19	2.59	35.84%	75964	10.28%	31775	11.87%	#REF!
Farfetch'd	Normal	Flying	104	124	118	12272	Cut	12	Normal	1	1130	10	7	Air Cutter	30	Flying	1	25	25	3300	16	3	3390	5.53	6.19	2.52	35.84%	75964	10.28%	30910	11.54%	#REF!
Oddish	Grass	Poison	90	131	116	10440	Razor Leaf	15	Grass	1	1450	12	9	Seed Bomb	40	Grass	1	33	5	2400	22	3	4350	7.26	6.21	3.32	42.04%	75794	10.26%	34682	12.95%	#REF!
Grimer	Poison		160	135	90	14400	Mud Slap	15	Ground	0	1350	12	7	Mud Bomb	30	Ground	0	25	5	2600	14	3	4050	5.26	5.19	2.39	30.46%	75744	10.25%	34403	12.85%	#REF!
Cubone	Ground		100	90	165	16500	Mud Slap	15	Ground	1	1350	12	6	Dig	70	Ground	1	33	5	5800	27	3	4050	4.57	4.44	2.52	26.46%	75405	10.21%	41597	15.54%	#REF!
Drowzee	Psychic		120	89	158	18960	Confusion	15	Psychic	1	1510	14	6	Psybeam	40	Psychic	1	25	5	3800	15	2	3020	3.96	3.97	2.11	22.99%	75271	10.19%	39931	14.91%	#REF!
Bulbasaur	Grass	Poison	90	118	118	10620	Vine Whip	7	Grass	1	650	7	4	Seed Bomb	40	Grass	1	33	5	2400	20	5	3250	7.08	6.15	2.27	41.00%	75190	10.18%	24068	8.99%	#REF!
Goldeen	Water		90	123	115	10350	Mud Shot	6	Ground	0	550	7	3	Aqua Tail	45	Water	1	50	5	2350	24	8	4400	7.11	5.45	1.94	41.17%	73589	9.96%	20073	7.50%	#REF!
Cubone	Ground		100	90	165	16500	Mud Slap	15	Ground	1	1350	12	6	Bulldoze	35	Ground	1	25	5	3400	14	3	4050	4.30	4.44	2.07	25.71%	73260	9.92%	34175	12.76%	#REF!
Krabby	Water		60	181	156	9360	Mud Shot	6	Ground	0	550	7	4	Water Pulse	35	Water	1	25	5	3300	27	4	2200	7.82	7.27	2.77	45.28%	73195	9.91%	25966	9.70%	#REF!
Seel	Water		130	85	128	16640	Ice Shard	15	Ice	0	1400	12	5	Aqua Tail	45	Water	1	50	5	2350	16	5	7000	4.39	3.57	1.92	25.42%	73050	9.89%	31955	11.93%	#REF!
Oddish	Grass	Poison	90	131	116	10440	Acid	10	Poison	1	1050	10	6	Seed Bomb	40	Grass	1	33	5	2400	22	4	4200	6.97	5.71	2.77	40.36%	72767	9.85%	28930	10.81%	#REF!
Eevee	Normal		110	104	121	13310	Tackle	12	Normal	1	1100	10	6	Dig	70	Ground	0	33	5	5800	25	4	4400	4.80	5.45	2.43	31.56%	72540	9.82%	32287	12.06%	#REF!
Eevee	Normal		110	104	121	13310	Tackle	12	Normal	1	1100	10	6	Swift	30	Normal	1	25	5	3000	14	3	3300	5.08	5.45	2.24	31.56%	72540	9.82%	29785	11.12%	#REF!
Oddish	Grass	Poison	90	131	116	10440	Razor Leaf	15	Grass	1	1450	12	9	Moonblast	85	Fairy	0	100	5	4100	38	9	13050	6.94	6.21	3.20	40.19%	72454	9.81%	33442	12.49%	#REF!
Dugtrio	Ground		70	167	147	10290	Sucker Punch	7	Dark	0	700	9	4	Mud Bomb	30	Ground	1	25	5	2600	21	3	2100	7.02	5.71	2.60	40.65%	72236	9.78%	26738	9.99%	#REF!
Krabby	Water		60	181	156	9360	Mud Shot	6	Ground	0	550	7	4	Bubble Beam	30	Water	1	25	5	2900	23	4	2200	7.65	7.27	2.58	44.30%	71604	9.69%	24175	9.03%	#REF!
Geodude	Rock	Ground	80	132	163	13040	Tackle	12	Normal	0	1100	10	6	Rock Tomb	30	Rock	1	25	25	3400	17	3	3300	5.22	5.45	2.38	31.56%	71068	9.62%	31048	11.60%	#REF!
Cubone	Ground		100	90	165	16500	Rock Smash	15	Fighting	0	1410	12	5	Bone Club	25	Ground	1	25	5	1600	10	3	4230	4.29	3.55	1.81	24.84%	70785	9.58%	29826	11.14%	#REF!
Oddish	Grass	Poison	90	131	116	10440	Acid	10	Poison	1	1050	10	6	Moonblast	85	Fairy	0	100	5	4100	38	10	10500	6.71	5.71	2.68	38.85%	70052	9.48%	27954	10.44%	#REF!
Krabby	Water		60	181	156	9360	Mud Shot	6	Ground	0	550	7	4	Vice Grip	25	Normal	0	20	5	2100	16	3	1650	7.47	7.27	2.38	43.25%	69919	9.46%	22305	8.33%	#REF!
Eevee	Normal		110	104	121	13310	Quick Attack	10	Normal	1	1330	12	5	Body Slam	40	Normal	1	50	5	1560	18	5	6650	5.24	3.76	2.13	30.34%	69744	9.44%	28319	10.58%	#REF!
Tentacool	Water	Poison	80	97	182	14560	Bubble	25	Water	1	2300	25	11	Water Pulse	35	Water	1	25	5	3300	15	1	2300	4.64	4.78	2.71	27.68%	69597	9.42%	39433	14.73%	#REF!
Tentacool	Water	Poison	80	97	182	14560	Bubble	25	Water	1	2300	25	11	Bubble Beam	30	Water	1	25	5	2900	13	1	2300	4.62	4.78	2.61	27.68%	69597	9.42%	37983	14.19%	#REF!
Tentacool	Water	Poison	80	97	182	14560	Bubble	25	Water	1	2300	25	11	Wrap	25	Normal	0	20	5	4000	9	1	2300	3.17	4.78	1.94	27.68%	69597	9.42%	28272	10.56%	#REF!
Bulbasaur	Grass	Poison	90	118	118	10620	Tackle	12	Normal	0	1100	10	5	Sludge Bomb	55	Poison	1	50	5	2600	28	5	5500	6.54	4.55	2.64	37.87%	69455	9.40%	28003	10.46%	#REF!
Cubone	Ground		100	90	165	16500	Rock Smash	15	Fighting	0	1410	12	5	Dig	70	Ground	1	33	5	5800	27	3	4230	4.19	3.55	2.33	24.26%	69135	9.36%	38436	14.36%	#REF!
Koffing	Poison		80	119	164	13120	Acid	10	Poison	1	1050	10	5	Sludge	30	Poison	1	25	5	2600	15	3	3150	5.22	4.76	2.18	30.23%	68486	9.27%	28625	10.69%	#REF!
Geodude	Rock	Ground	80	132	163	13040	Rock Throw	12	Rock	1	1360	15	7	Rock Tomb	30	Rock	1	25	25	3400	17	2	2720	5.07	5.15	2.56	29.82%	67156	9.09%	33353	12.46%	#REF!
Koffing	Poison		80	119	164	13120	Tackle	12	Normal	0	1100	10	5	Sludge	30	Poison	1	25	5	2600	15	3	3300	5.08	4.55	2.16	29.42%	66650	9.02%	28317	10.58%	#REF!
Seel	Water		130	85	128	16640	Lick	5	Ghost	0	500	6	2	Aqua Jet	25	Water	1	20	5	2350	9	4	2000	3.91	4.00	1.18	23.16%	66560	9.01%	19713	7.36%	#REF!
Seel	Water		130	85	128	16640	Lick	5	Ghost	0	500	6	2	Icy Wind	25	Ice	0	20	5	3800	8	4	2000	2.76	4.00	1.01	23.16%	66560	9.01%	16851	6.29%	#REF!
Bulbasaur	Grass	Poison	90	118	118	10620	Tackle	12	Normal	0	1100	10	5	Power Whip	70	Grass	1	100	0	2800	35	10	11000	6.16	4.55	2.37	35.67%	65419	8.86%	25215	9.42%	#REF!
Jigglypuff	Normal	Fairy	230	80	44	10120	Pound	7	Normal	1	540	7	3	Body Slam	40	Normal	1	50	5	1560	14	8	4320	6.46	5.56	1.59	37.41%	65375	8.85%	16104	6.01%	#REF!
Pidgeotto	Normal	Flying	126	117	108	13608	Steel Wing	15	Steel	0	1330	12	6	Aerial Ace	30	Flying	1	25	5	2900	15	3	3990	4.79	4.51	2.22	27.74%	65182	8.82%	30159	11.26%	#REF!
Farfetch'd	Normal	Flying	104	124	118	12272	Fury Cutter	3	Bug	0	400	6	2	Aerial Ace	30	Flying	1	25	5	2900	16	5	2000	5.31	5.00	1.54	30.75%	65164	8.82%	18880	7.05%	#REF!
Koffing	Poison		80	119	164	13120	Acid	10	Poison	1	1050	10	5	Dark Pulse	45	Dark	0	33	5	3500	18	4	4200	4.94	4.76	2.15	28.60%	64813	8.77%	28167	10.52%	#REF!
Nidoran F	Poison		110	86	94	10340	Poison Sting	6	Poison	1	575	8	3	Sludge Bomb	55	Poison	1	50	5	2600	20	7	4025	6.19	5.22	1.81	35.84%	64005	8.66%	18738	7.00%	#REF!
Voltorb	Electric		80	109	114	9120	Spark	7	Electric	1	700	8	4	Thunderbolt	55	Electric	1	50	5	2700	25	7	4900	6.97	5.71	2.25	40.36%	63566	8.60%	20481	7.65%	#REF!
Growlithe	Fire		110	136	96	10560	Bite	6	Dark	0	500	7	3	Flame Wheel	40	Fire	1	25	5	4600	23	4	2000	5.30	6.00	2.11	34.74%	63360	8.58%	22265	8.32%	#REF!
Koffing	Poison		80	119	164	13120	Tackle	12	Normal	0	1100	10	5	Dark Pulse	45	Dark	0	33	5	3500	18	4	4400	4.81	4.55	2.12	27.85%	63107	8.54%	27853	10.40%	#REF!
Kabuto	Rock	Water	60	148	162	9720	Scratch	6	Normal	0	500	7	3	Aqua Jet	25	Water	1	20	5	2350	16	3	1500	6.49	6.00	2.11	37.58%	63083	8.54%	20506	7.66%	#REF!
Cubone	Ground		100	90	165	16500	Rock Smash	15	Fighting	0	1410	12	5	Bulldoze	35	Ground	1	25	5	3400	14	3	4230	3.80	3.55	1.86	22.00%	62700	8.49%	30614	11.43%	#REF!
Goldeen	Water		90	123	115	10350	Peck	10	Flying	0	1150	10	5	Aqua Tail	45	Water	1	50	5	2350	24	5	5750	6.05	4.35	2.44	35.03%	62618	8.48%	25231	9.42%	#REF!
Bulbasaur	Grass	Poison	90	118	118	10620	Tackle	12	Normal	0	1100	10	5	Seed Bomb	40	Grass	1	33	5	2400	20	4	4400	5.88	4.55	2.38	34.05%	62446	8.45%	25286	9.44%	#REF!
Pidgeotto	Normal	Flying	126	117	108	13608	Steel Wing	15	Steel	0	1330	12	6	Air Cutter	30	Flying	1	25	25	3300	15	3	3990	4.53	4.51	2.16	26.23%	61644	8.34%	29370	10.97%	#REF!
Magnemite	Electric	Steel	50	165	128	6400	Spark	7	Electric	1	700	8	5	Thunderbolt	55	Electric	1	50	5	2700	38	7	4900	9.61	7.14	3.09	55.65%	61504	8.33%	19797	7.39%	#REF!
Seel	Water		130	85	128	16640	Ice Shard	15	Ice	0	1400	12	5	Aqua Jet	25	Water	1	20	5	2350	9	2	2800	3.69	3.57	1.70	21.37%	61402	8.31%	28355	10.59%	#REF!
Pidgeotto	Normal	Flying	126	117	108	13608	Steel Wing	15	Steel	0	1330	12	6	Twister	25	Dragon	0	20	5	2700	10	2	2660	4.10	4.51	1.94	26.11%	61372	8.31%	26354	9.84%	#REF!
Farfetch'd	Normal	Flying	104	124	118	12272	Fury Cutter	3	Bug	0	400	6	2	Air Cutter	30	Flying	1	25	25	3300	16	5	2000	4.91	5.00	1.50	28.95%	61360	8.31%	18443	6.89%	#REF!
Magnemite	Electric	Steel	50	165	128	6400	Thunder Shock	5	Electric	1	600	8	4	Thunderbolt	55	Electric	1	50	5	2700	38	7	4200	9.57	6.67	2.88	55.41%	61248	8.29%	18445	6.89%	#REF!
Nidoran F	Poison		110	86	94	10340	Poison Sting	6	Poison	1	575	8	3	Body Slam	40	Normal	0	50	5	1560	12	7	4025	5.91	5.22	1.53	34.22%	61109	8.27%	15808	5.90%	#REF!
Mankey	Fighting		80	148	87	6960	Scratch	6	Normal	0	500	7	3	Cross Chop	60	Fighting	1	100	25	2000	38	15	7500	8.74	6.00	2.00	50.61%	60830	8.23%	13920	5.20%	#REF!
Kabuto	Rock	Water	60	148	162	9720	Mud Shot	6	Ground	0	550	7	3	Aqua Jet	25	Water	1	20	5	2350	16	3	1650	6.25	5.45	2.08	36.19%	60750	8.22%	20250	7.56%	#REF!
Jigglypuff	Normal	Fairy	230	80	44	10120	Pound	7	Normal	1	540	7	3	Play Rough	55	Fairy	1	50	5	2900	19	8	4320	5.96	5.56	1.70	34.51%	60315	8.16%	17255	6.44%	#REF!
Growlithe	Fire		110	136	96	10560	Ember	10	Fire	1	1050	10	6	Flame Wheel	40	Fire	1	25	5	4600	23	3	3150	5.29	5.71	2.60	33.06%	60298	8.16%	27490	10.27%	#REF!
Horsea	Water		60	129	125	7500	Water Gun	6	Water	1	500	7	4	Flash Cannon	60	Steel	0	33	5	3900	26	5	2500	7.19	8.00	2.50	46.32%	60000	8.12%	18750	7.00%	#REF!
Horsea	Water		60	129	125	7500	Water Gun	6	Water	1	500	7	4	Dragon Pulse	65	Dragon	0	50	5	3600	28	8	4000	7.89	8.00	2.34	46.32%	60000	8.12%	17578	6.57%	#REF!
Horsea	Water		60	129	125	7500	Water Gun	6	Water	1	500	7	4	Bubble Beam	30	Water	1	25	5	2900	17	4	2000	6.73	8.00	2.21	46.32%	60000	8.12%	16611	6.20%	#REF!
Seel	Water		130	85	128	16640	Ice Shard	15	Ice	0	1400	12	5	Icy Wind	25	Ice	0	20	5	3800	8	2	2800	2.73	3.57	1.43	20.67%	59405	8.04%	23771	8.88%	#REF!
Venonat	Bug	Poison	120	100	102	12240	Confusion	15	Psychic	0	1510	14	6	Signal Beam	45	Bug	1	33	5	3100	19	3	4530	4.85	3.97	2.37	28.08%	59364	8.04%	28975	10.82%	#REF!
Bellsprout	Grass	Poison	100	139	64	6400	Vine Whip	7	Grass	1	650	7	5	Power Whip	70	Grass	1	100	0	2800	41	15	9750	9.24	7.69	2.60	53.50%	59136	8.01%	16664	6.22%	#REF!
Bellsprout	Grass	Poison	100	139	64	6400	Vine Whip	7	Grass	1	650	7	5	Sludge Bomb	55	Poison	1	50	5	2600	32	8	5200	9.23	7.69	2.79	53.45%	59072	8.00%	17860	6.67%	#REF!
Kabuto	Rock	Water	60	148	162	9720	Scratch	6	Normal	0	500	7	3	Ancient Power	35	Rock	1	25	5	3600	22	4	2000	6.07	6.00	2.18	35.15%	59000	7.99%	21185	7.91%	#REF!
Psyduck	Water		100	122	96	9600	Zen Headbutt	12	Psychic	0	1050	9	5	Aqua Tail	45	Water	1	50	5	2350	23	6	6300	6.13	4.76	2.34	35.50%	58848	7.97%	22464	8.39%	#REF!
Squirtle	Water		88	94	122	10736	Bubble	25	Water	1	2300	25	10	Aqua Tail	45	Water	1	50	5	2350	18	2	4600	5.47	4.35	2.93	31.67%	58726	7.95%	31503	11.77%	#REF!
Kabuto	Rock	Water	60	148	162	9720	Scratch	6	Normal	0	500	7	3	Rock Tomb	30	Rock	1	25	25	3400	19	4	2000	5.74	6.00	2.01	34.74%	58320	7.89%	19566	7.31%	#REF!
Mankey	Fighting		80	148	87	6960	Scratch	6	Normal	0	500	7	3	Brick Break	30	Fighting	1	33	25	1600	19	5	2500	8.29	6.00	2.11	48.00%	57698	7.81%	14698	5.49%	#REF!
Kabuto	Rock	Water	60	148	162	9720	Mud Shot	6	Ground	0	550	7	3	Ancient Power	35	Rock	1	25	5	3600	22	4	2200	5.86	5.45	2.15	33.93%	56959	7.71%	20916	7.81%	#REF!
Goldeen	Water		90	123	115	10350	Mud Shot	6	Ground	0	550	7	3	Water Pulse	35	Water	1	25	5	3300	18	4	2200	5.45	5.45	1.94	31.56%	56408	7.64%	20032	7.48%	#REF!
Goldeen	Water		90	123	115	10350	Mud Shot	6	Ground	0	550	7	3	Horn Attack	25	Normal	0	25	5	2200	11	4	2200	5.23	5.45	1.60	31.56%	56408	7.64%	16531	6.17%	#REF!
Nidoran F	Poison		110	86	94	10340	Bite	6	Dark	0	500	7	2	Sludge Bomb	55	Poison	1	50	5	2600	20	8	4000	5.45	4.00	1.46	31.56%	56353	7.63%	15132	5.65%	#REF!
Jigglypuff	Normal	Fairy	230	80	44	10120	Pound	7	Normal	1	540	7	3	Dazzling Gleam	55	Fairy	1	33	5	4200	19	5	2700	4.93	5.56	1.80	32.19%	56267	7.62%	18205	6.80%	#REF!
Jigglypuff	Normal	Fairy	230	80	44	10120	Pound	7	Normal	1	540	7	3	Disarming Voice	25	Fairy	1	20	5	3900	9	3	1620	3.26	5.56	1.33	32.19%	56267	7.62%	13473	5.03%	#REF!
Psyduck	Water		100	122	96	9600	Zen Headbutt	12	Psychic	0	1050	9	5	Cross Chop	60	Fighting	0	100	25	2000	25	12	12600	5.82	4.76	2.09	33.70%	55872	7.56%	20099	7.51%	#REF!
Voltorb	Electric		80	109	114	9120	Tackle	12	Normal	0	1100	10	5	Thunderbolt	55	Electric	1	50	5	2700	25	5	5500	6.10	4.55	2.48	35.32%	55632	7.53%	22574	8.43%	#REF!
Charmander	Fire		78	116	96	7488	Scratch	6	Normal	0	500	7	3	Flamethrower	55	Fire	1	50	5	2900	27	8	4000	7.39	6.00	2.05	42.79%	55336	7.49%	15337	5.73%	#REF!
Eevee	Normal		110	104	121	13310	Quick Attack	10	Normal	1	1330	12	5	Swift	30	Normal	1	25	5	3000	14	3	3990	4.15	3.76	1.93	24.03%	55237	7.48%	25750	9.62%	#REF!
Voltorb	Electric		80	109	114	9120	Spark	7	Electric	1	700	8	4	Discharge	35	Electric	1	33	5	2500	16	5	3500	6.00	5.71	2.00	34.74%	54720	7.41%	18240	6.81%	#REF!
Vulpix	Fire		76	96	122	9272	Ember	10	Fire	1	1050	10	5	Flamethrower	55	Fire	1	50	5	2900	23	5	5250	5.89	4.76	2.38	34.11%	54612	7.39%	22087	8.25%	#REF!
Abra	Psychic		50	195	103	5150	Zen Headbutt	12	Psychic	1	1050	9	10	Psyshock	40	Psychic	1	33	5	2700	33	4	4200	10.58	9.52	4.32	61.26%	54487	7.38%	22246	8.31%	#REF!
Eevee	Normal		110	104	121	13310	Quick Attack	10	Normal	1	1330	12	5	Dig	70	Ground	0	33	5	5800	25	3	3990	4.09	3.76	2.25	23.68%	54438	7.37%	29927	11.18%	#REF!
Nidoran F	Poison		110	86	94	10340	Poison Sting	6	Poison	1	575	8	3	Poison Fang	25	Poison	1	20	5	2400	9	3	1725	4.36	5.22	1.48	30.23%	53975	7.31%	15350	5.73%	#REF!
Kabuto	Rock	Water	60	148	162	9720	Mud Shot	6	Ground	0	550	7	3	Rock Tomb	30	Rock	1	25	25	3400	19	4	2200	5.54	5.45	1.99	32.08%	53849	7.29%	19315	7.21%	#REF!
Staryu	Water		60	137	112	6720	Water Gun	6	Water	1	500	7	4	Bubble Beam	30	Water	1	25	5	2900	18	4	2000	6.94	8.00	2.28	46.32%	53760	7.28%	15334	5.73%	#REF!
Staryu	Water		60	137	112	6720	Water Gun	6	Water	1	500	7	4	Power Gem	40	Rock	0	33	5	2900	19	5	2500	7.22	8.00	2.24	46.32%	53760	7.28%	15062	5.63%	#REF!
Staryu	Water		60	137	112	6720	Water Gun	6	Water	1	500	7	4	Swift	30	Normal	0	25	5	3000	14	4	2000	6.00	8.00	2.00	46.32%	53760	7.28%	13440	5.02%	#REF!
Paras	Bug	Grass	70	121	99	6930	Bug Bite	5	Bug	1	450	7	3	Seed Bomb	40	Grass	1	33	5	2400	21	5	2250	7.74	6.67	2.16	44.82%	53638	7.26%	14984	5.60%	#REF!
Magnemite	Electric	Steel	50	165	128	6400	Spark	7	Electric	1	700	8	5	Discharge	35	Electric	1	33	5	2500	25	5	3500	8.33	7.14	2.78	48.23%	53312	7.22%	17778	6.64%	#REF!
Paras	Bug	Grass	70	121	99	6930	Bug Bite	5	Bug	1	450	7	3	X-Scissor	35	Bug	1	33	5	2100	18	5	2250	7.59	6.67	2.02	43.95%	52599	7.12%	13987	5.22%	#REF!
Magnemite	Electric	Steel	50	165	128	6400	Thunder Shock	5	Electric	1	600	8	4	Discharge	35	Electric	1	33	5	2500	25	5	3000	8.18	6.67	2.57	47.37%	52352	7.09%	16457	6.15%	#REF!
Nidoran F	Poison		110	86	94	10340	Bite	6	Dark	0	500	7	2	Body Slam	40	Normal	0	50	5	1560	12	8	4000	5.04	4.00	1.19	29.18%	52114	7.05%	12289	4.59%	#REF!
Voltorb	Electric		80	109	114	9120	Spark	7	Electric	1	700	8	4	Signal Beam	45	Bug	0	33	5	3100	17	5	3500	5.61	5.71	1.99	33.06%	52075	7.05%	18142	6.78%	#REF!
Squirtle	Water		88	94	122	10736	Tackle	12	Normal	0	1100	10	4	Aqua Tail	45	Water	1	50	5	2350	18	5	5500	4.84	3.64	1.91	28.03%	51962	7.03%	20553	7.68%	#REF!
Venonat	Bug	Poison	120	100	102	12240	Confusion	15	Psychic	0	1510	14	6	Poison Fang	25	Poison	1	20	5	2400	11	2	3020	4.24	3.97	2.01	24.55%	51898	7.03%	24651	9.21%	#REF!
Vulpix	Fire		76	96	122	9272	Ember	10	Fire	1	1050	10	5	Body Slam	40	Normal	0	50	5	1560	13	5	5250	5.58	4.76	2.02	32.31%	51738	7.00%	18731	7.00%	#REF!
Horsea	Water		60	129	125	7500	Bubble	25	Water	1	2300	25	14	Dragon Pulse	65	Dragon	0	50	5	3600	28	2	4600	6.83	6.09	3.94	39.55%	51225	6.93%	29577	11.05%	#REF!
Dratini	Dragon		82	119	94	7708	Dragon Breath	6	Dragon	1	500	7	3	Aqua Tail	45	Water	0	50	5	2350	18	8	4000	6.61	6.00	1.72	38.27%	50950	6.90%	13295	4.97%	#REF!
Paras	Bug	Grass	70	121	99	6930	Scratch	6	Normal	0	500	7	3	Seed Bomb	40	Grass	1	33	5	2400	21	5	2500	7.35	6.00	2.13	42.56%	50936	6.90%	14762	5.51%	#REF!
Jigglypuff	Normal	Fairy	230	80	44	10120	Feint Attack	12	Dark	0	1040	10	4	Body Slam	40	Normal	1	50	5	1560	14	5	5200	5.03	3.85	1.81	29.13%	50904	6.89%	18341	6.85%	#REF!
Mankey	Fighting		80	148	87	6960	Scratch	6	Normal	0	500	7	3	Low Sweep	30	Fighting	1	25	5	2250	19	4	2000	7.29	6.00	2.18	42.21%	50738	6.87%	15141	5.66%	#REF!
Ekans	Poison		70	110	102	7140	Poison Sting	6	Poison	1	575	8	3	Sludge Bomb	55	Poison	1	50	5	2600	26	7	4025	7.09	5.22	2.08	41.05%	50623	6.85%	14832	5.54%	#REF!
Goldeen	Water		90	123	115	10350	Peck	10	Flying	0	1150	10	5	Water Pulse	35	Water	1	25	5	3300	18	3	3450	4.89	4.35	2.24	28.31%	50612	6.85%	23156	8.65%	#REF!
Bellsprout	Grass	Poison	100	139	64	6400	Acid	10	Poison	1	1050	10	6	Sludge Bomb	55	Poison	1	50	5	2600	32	5	5250	7.90	5.71	3.12	45.74%	50560	6.84%	19990	7.47%	#REF!
Mankey	Fighting		80	148	87	6960	Karate Chop	6	Fighting	1	800	8	4	Cross Chop	60	Fighting	1	100	25	2000	38	13	10400	7.26	5.00	2.23	42.04%	50530	6.84%	15505	5.79%	#REF!
